Langue;Sexe;Date de naissance;Code postal;Ville;Pays
fr;M;25/05/1978;1180;Uccle;Belgium
fr;M;12/07/2011;1420;Braine-l?Alleud;Belgium
fr;M;22/11/2014;1180;Uccle;Belgium
fr;F;22/11/2014;1180;Uccle;Belgium
fr;F;02/11/2012;1190;Bruxelles;Belgium
fr;F;01/11/2012;1190;Bruxelles;Belgium
fr;F;07/04/2015;1190;Bruxelles;Belgium
fr;M;16/05/2005;1190;Bruxelles (Forest);Belgium
fr;F;25/02/1982;1180;uccle;Belgium
fr;M;12/09/2001;1180;Uccle;Belgium
fr;M;14/10/1996;1060;Bruxelles;Belgium
fr;M;08/02/2019;1180;BRUXELLES;Belgium
fr;M;19/05/1983;1700;Dilbeek;Belgium
fr;F;04/12/1977;1180;Bruxelles;Belgium
fr;F;27/07/2018;1082;Bruxelles;Belgium
fr;M;26/05/2015;1082;Bruxelles;Belgium
fr;M;23/07/1979;1650;Beersel;Belgium
fr;M;27/03/2017;1650;Beersel;Belgium
fr;F;25/01/2013;1650;Beersel;Belgium
fr;M;13/08/2010;1190;forest;Belgium
fr;F;27/01/2007;1190;forest;Belgium
fr;M;22/10/1966;1190;forest;Belgium
fr;F;13/12/1992;1200;Bruxelles;Belgium
fr;F;20/02/2015;1630;Linkebeek;Belgium
fr;F;26/02/2018;1630;Linkebeek;Belgium
fr;M;13/04/2013;1630;Linkebeek;Belgium
fr;M;02/06/1988;1180;Bruxelles;Belgium
fr;F;10/07/1985;1640;Rhode-Saint-Genèse;Belgium
fr;F;10/08/1979;1180;Uccle;Belgium
fr;M;13/01/1991;1190;Bruxelles;Belgium
fr;M;12/12/2014;1180;Uccle;Belgium
fr;F;14/06/2010;1180;Uccle;Belgium
fr;M;20/10/1975;1180;Uccle;Belgium
fr;F;13/12/2017;1170;Bruxelles;Belgium
fr;M;17/10/2015;1170;Bruxelles;Belgium
fr;F;09/06/2016;1180;Uccle;Belgium
fr;M;13/02/2014;1180;Uccle;Belgium
fr;M;17/06/2021;1700;Dilbeek;Belgium
fr;M;11/11/2016;1600;Sint-Pieters-Leeuw;Belgium
fr;M;06/05/2021;1190;Forest;Belgium
fr;M;12/08/2010;1060;Bruxelles;Belgium
fr;M;06/09/1974;1700;Dilbeek;Belgium
fr;M;01/04/1973;1190;FOREST;Belgium
fr;M;06/07/2005;1050;Bruxelles;Belgium
fr;F;17/04/1993;1190;Forest;Belgium
fr;F;23/11/2007;1070;ANDERLECHT;Belgium
fr;M;28/02/2017;1190;FOREST;Belgium
fr;M;20/08/2013;1190;Brussels;Belgium
fr;M;15/05/1966;1180;Bruxelles;Belgium
fr;F;03/05/2019;1180;Uccle/Ukkel;Belgium
fr;M;17/06/2019;1620;Drogenbos;Belgium
fr;F;25/12/2010;1650;Beersel;Belgium
fr;F;13/02/2019;1650;Beersel;Belgium
fr;F;24/05/2013;1650;Beersel;Belgium
fr;F;24/05/2008;1190;forest;Belgium
fr;M;14/06/2012;1180;uccle;Belgium
fr;M;10/05/2015;1180;1180;Belgium
fr;M;01/09/2014;1180;Uccle;Belgium
fr;M;08/06/1978;1180;Uccle;Belgium
fr;M;07/03/1995;1180;Uccle;Belgium
fr;F;20/09/2018;1180;Uccle;Belgium
fr;M;24/08/2021;1180;Uccle;Belgium
fr;M;16/07/2004;1180;Bruxelles;Belgium
fr;M;16/01/1975;1180;Bruxelles;Belgium
fr;F;16/09/2009;1180;Bruxelles;Belgium
fr;F;03/02/1976;1410;Waterloo;Belgium
fr;F;10/07/2014;7500;Tournai;Belgium
fr;M;18/03/2020;1190;Forest;Belgium
fr;M;08/02/2017;1190;FOREST;Belgium
fr;F;02/12/1975;1180;Bruxelles;Belgium
fr;M;15/08/2014;1650;Beersel;Belgium
fr;M;30/01/1971;1650;BEERSEL;Belgium
fr;F;18/04/2006;1180;Uccle;Belgium
fr;M;03/05/1965;1180;Brussels;Belgium
fr;F;06/08/1982;1180;Uccle;Belgium
fr;F;07/11/2020;1640;Rhode-Saint-Genese;Belgium
fr;M;26/04/1977;1410;Waterloo;Belgium
fr;M;22/06/1980;1180;Bruxelles;Belgium
fr;M;22/04/2015;1652;Alsemberg;Belgium
fr;M;25/09/2018;1652;Alsemberg;Belgium
fr;M;14/04/1987;1440;WAUTHIER-BRAINE;Belgium
fr;F;16/04/1973;1440;Braine le Château;Belgium
fr;M;24/11/2011;1652;Alsemberg;Belgium
fr;M;31/01/2014;1650;Beersel;Belgium
fr;M;31/03/2000;1440;Braine le Château;Belgium
fr;M;24/04/1978;1315;Incourt;Belgium
fr;F;07/06/2012;1651;Lot;Belgium
fr;F;07/01/1984;1460;Ittre;Belgium
fr;M;02/03/2002;1190;Bruxelles;Belgium
fr;M;20/10/2018;1180;Uccle;Belgium
fr;F;18/10/2011;1180;Uccle;Belgium
fr;M;14/12/2020;1180;Bruxelles Uccle;Belgium
fr;F;14/10/2011;1180;Bruxelles;Belgium
fr;F;28/07/2004;1630;Linkebeek;Belgium
fr;M;28/05/2015;1180;Uccle;Belgium
fr;M;30/04/1984;1600;SINT PIETERS LEEUW;Belgium
fr;F;14/02/2020;1180;Uccle;Belgium
fr;M;16/10/1974;1790;Essene;Belgium
fr;F;22/04/2012;1650;Beersel;Belgium
fr;M;27/01/2004;1180;Uccle;Belgium
fr;M;17/10/1997;1602;Vlezenbeek;Belgium
fr;M;22/04/1977;1702;Grand-Bigard;Belgium
fr;M;06/04/2018;1630;Linkebeek;Belgium
fr;F;24/03/1989;1050;Ixelles;Belgium
fr;M;22/05/2012;1180;Uccle;Belgium
fr;F;11/07/1994;1050;Ixelles;Belgium
fr;F;11/03/1998;1620;Drogenbos;Belgium
fr;M;20/05/2017;1180;Uccle;Belgium
fr;M;29/09/2019;1180;Uccle;Belgium
fr;M;02/06/1989;1190;Forest;Belgium
fr;F;09/09/2021;1190;Forest;Belgium
fr;F;10/03/1985;1180;Uccle;Belgium
fr;M;23/09/1992;1050;ixelles;Belgium
fr;M;12/06/2017;1180;Uccle;Belgium
fr;F;20/06/2019;1180;Bruxelles;Belgium
fr;M;23/07/2017;1180;UCCLE;Belgium
fr;M;16/06/2020;1600;Sint-Pieters-Leeuw;Belgium
fr;M;14/05/2002;1190;Bruxelles;Belgium
fr;M;15/08/2014;1650;Beersel;Belgium
fr;F;17/11/2016;1650;Beersel;Belgium
fr;M;12/02/1982;1180;Bruxelles;Belgium
fr;M;08/01/2015;1180;Bruxelles;Belgium
fr;F;03/04/2013;1180;Bruxelles;Belgium
fr;F;23/02/1984;1060;saint gilles;Belgium
fr;F;19/01/1980;1190;Bruxelles;Belgium
fr;F;18/01/1979;1700;Dilbeek;Belgium
fr;F;06/12/1978;1170;Bruxelles;Belgium
fr;M;03/02/2016;1050;Brussels;Belgium
fr;M;03/03/2016;1601;RUISBROEK;Belgium
fr;M;24/09/2013;1180;Uccle;Belgium
fr;M;22/09/2019;1180;Uccle;Belgium
fr;M;21/08/1987;1640;Rhode-Saint-Genèse;Belgium
fr;F;25/05/1973;1190;Forest;Belgium
fr;F;27/10/2016;1180;uccle;Belgium
fr;F;18/06/2019;1180;Uccle;Belgium
fr;M;24/06/2013;1170;Bruxelles;Belgium
fr;M;19/04/2021;1180;Uccle;Belgium
fr;F;13/01/2010;1180;Bruxelles;Belgium
fr;F;15/07/2003;1180;Bruxelles;Belgium
fr;F;02/04/1983;1651;LOT;Belgium
fr;M;24/03/2017;1190;Forest;Belgium
fr;M;07/11/2020;1650;Beersel;Belgium
fr;M;10/10/2003;1190;Forest;Belgium
fr;M;31/05/1988;1180;Uccle;Belgium
fr;M;10/02/2018;;;Belgium
fr;M;09/07/2011;1180;Bruxelles;Belgium
fr;M;04/04/1970;1440;Braine le château;Belgium
fr;M;21/09/1972;1050;Bruxelles;Belgium
fr;M;09/05/2003;1050;Ixelles;Belgium
fr;F;19/10/2016;1650;Beersel;Belgium
fr;F;29/04/2021;1650;Beersel;Belgium
fr;M;25/10/2018;1650;Beersel;Belgium
fr;F;25/10/1984;1410;Waterloo;Belgium
fr;M;11/06/1994;1030;Schaerbeek;Belgium
fr;F;17/05/2011;1600;Leeuw Saint Pierre;Belgium
fr;M;29/11/2016;1600;Sint Pieters Leeuw;Belgium
fr;M;23/04/2010;1190;Forest;Belgium
fr;F;06/01/2014;1190;Forest;Belgium
fr;F;23/01/1983;1000;Bruxelles;Belgium
fr;M;12/09/2009;1600;Sint-Pieters-leeuw;Belgium
fr;M;09/04/2015;1600;Sint-Pieters-leeuw;Belgium
fr;M;01/08/1984;1410;Waterloo;Belgium
fr;M;29/03/2007;1650;Beersel;Belgium
fr;M;04/05/2011;1650;Beersel;Belgium
fr;M;30/03/2015;1703;Dilbeek;Belgium
fr;F;06/04/2017;1703;Dilbeek;Belgium
fr;F;06/04/2017;1703;Dilbeek;Belgium
fr;F;19/07/2013;1703;Dilbeek;Belgium
fr;M;15/10/1966;1630;Linkebeek;Belgium
fr;M;03/01/2003;1421;Ophain;Belgium
fr;F;29/11/1978;1410;Waterloo;Belgium
fr;F;19/09/1996;1000;Bruxelles;Belgium
fr;M;30/10/1985;1180;Bruxelles;Belgium
fr;M;31/03/1980;1600;Sint-Pieters-leeuw;Belgium
fr;M;03/10/2014;1600;Sint-Pieters-leeuw;Belgium
fr;M;03/06/2000;1410;Waterloo;Belgium
fr;M;09/10/2020;1650;Beersel;Belgium
fr;M;05/01/2018;1180;UCCLE;Belgium
fr;F;27/09/1978;1650;Beersel;Belgium
fr;M;30/11/1960;1180;Bruxelles;Belgium
fr;M;29/07/1954;1410;Waterloo;Belgium
fr;M;12/06/1972;1070;Bruxelles;Belgium
fr;F;22/04/2011;1180;Uccle;Belgium
fr;M;22/05/1974;1420;Braine L’Alleud;Belgium
fr;F;18/02/1996;1190;FOREST;Belgium
fr;M;21/03/2007;1420;Braine L’Alleud;Belgium
fr;M;15/11/2004;1420;Braine L’Alleud;Belgium
fr;M;05/10/2015;1190;Bruxelles;Belgium
fr;F;29/03/2008;1421;Ophain;Belgium
fr;F;06/11/2011;1410;Waterloo;Belgium
fr;F;19/06/1993;1180;Bruxelles;Belgium
fr;F;04/04/2015;1180;Uccle;Belgium
fr;F;17/05/1991;1000;Bruxelles;Belgium
fr;M;23/05/2011;1780;Wemmel;Belgium
fr;M;12/04/2007;1780;Wemmel;Belgium
fr;M;11/02/2009;1780;Wemmel;Belgium
fr;M;30/03/1976;1780;Wemmel;Belgium
fr;F;18/09/2012;1400;Nivelles;Belgium
fr;M;13/06/2020;1630;Linkebeek;Belgium
fr;F;29/10/2010;1180;Uccle;Belgium
fr;F;17/08/2012;1180;Uccle;Belgium
fr;M;25/09/1978;1180;Uccle;Belgium
fr;F;25/05/2002;1190;Bruxelles;Belgium
fr;M;12/12/1972;1060;Bruxelles;Belgium
fr;M;30/11/2015;1180;UCCLE;Belgium
fr;F;18/10/2019;1700;Dilbeek;Belgium
fr;M;08/09/2011;1850;Grimbergen;Belgium
fr;M;27/03/2009;1850;Grimbergen;Belgium
fr;F;30/04/1987;1640;Rhode-Saint-Genèse;Belgium
fr;M;14/06/2011;1180;Uccle;Belgium
fr;F;17/04/2016;1090;Jette;Belgium
fr;M;01/05/1989;1180;Uccle;Belgium
fr;M;23/04/2001;1650;Beersel;Belgium
fr;M;26/02/2011;1180;Uccle;Belgium
fr;M;10/09/2014;1180;Uccle;Belgium
fr;M;11/12/2003;1180;Bruxelles;Belgium
fr;M;06/05/1975;1180;Bruxelles;Belgium
fr;M;03/05/2004;1180;Bruxelles;Belgium
fr;M;07/01/2009;1180;Bruxelles;Belgium
fr;F;18/10/1980;1180;Uccle;Belgium
fr;F;14/03/2013;7850;Enghien;Belgium
fr;F;05/12/2019;1190;Bruxelles;Belgium
fr;M;17/06/2016;1190;Bruxelles;Belgium
fr;M;07/02/2012;1080;Brussel (Sint-Jans-Molenbeek;Belgium
fr;F;26/06/2019;1000;Bruxelles;Belgium
fr;F;01/08/2016;1000;Bruxelles;Belgium
fr;M;08/08/1994;1601;Ruisbroek;Belgium
fr;M;28/03/2017;1630;Linkebeek;Belgium
fr;M;04/03/2012;1630;Linkebeek;Belgium
fr;F;19/01/2015;1630;Linkebeek;Belgium
fr;F;03/04/2002;1180;Bruxelles;Belgium
fr;F;03/05/1979;1180;Bruxelles;Belgium
fr;F;01/03/2011;1180;uccle;Belgium
fr;M;15/02/1998;1700;Dilbeek;Belgium
fr;F;24/09/1989;1180;Brussels;Belgium
fr;M;01/07/1989;1410;Waterloo;Belgium
fr;M;22/12/2016;1190;Forest;Belgium
fr;M;18/10/1984;1000;Bruxelles;Belgium
fr;F;22/12/2016;1190;Bruxelles;Belgium
fr;F;24/05/2008;1180;Uccle;Belgium
fr;F;30/07/2008;1190;Bruxelles;Belgium
fr;F;12/02/2013;1180;Bruxelles;Belgium
fr;F;19/12/2014;1180;Uccle;Belgium
fr;F;19/12/2014;1180;Uccle;Belgium
fr;M;18/11/1988;7090;Braine-le-Comte;Belgium
fr;F;10/01/2008;1180;BRUXELLES;Belgium
fr;F;03/08/2006;1082;Bruxelles;Belgium
fr;M;08/10/2013;7850;Enghien;Belgium
fr;F;19/12/2015;7850;Enghien;Belgium
fr;F;06/04/1989;1170;Watermael-Boitsfort;Belgium
fr;M;20/12/2013;1180;Uccle;Belgium
fr;M;17/01/1991;1180;Uccle;Belgium
fr;F;21/03/1944;1050 ;BRUXELLES 5 ;Belgium
fr;M;08/12/1979;1460;Ittre;Belgium
fr;F;25/11/2016;1460;Ittre;Belgium
fr;M;22/11/2012;1460;Ittre;Belgium
fr;M;24/04/1980;1180;Uccle;Belgium
fr;F;16/11/1971;1180;Bruxelles;Belgium
fr;M;28/05/2012;1180;Uccle;Belgium
fr;M;24/06/1983;1930;Zaventem;Belgium
fr;M;02/08/1971;1190;Forest;Belgium
fr;M;08/08/2003;1180;Uccle;Belgium
fr;F;19/02/2010;1180;Uccle;Belgium
fr;M;04/07/2014;1410;Waterloo;Belgium
fr;M;13/10/2011;1410;Waterloo;Belgium
fr;M;01/12/1984;1190;Forest;Belgium
fr;M;22/04/2012;1630;Linkebeek;Belgium
fr;M;10/11/1980;1180;Bruxelles;Belgium
fr;M;03/06/2013;1180;Bruxelles;Belgium
fr;F;27/08/1992;1932;Zaventem;Belgium
fr;F;05/03/2013;1190;Forest;Belgium
fr;F;12/06/1994;1410;Waterloo;Belgium
fr;M;16/05/2012;1761;BORCHTLOMBEEK;Belgium
fr;F;16/01/2007;1700;Dilbeek;Belgium
fr;F;04/08/2012;1700;Dilbeek;Belgium
fr;F;02/06/1996;1653;Dworp;Belgium
fr;M;12/10/1969;1860;meise;Belgium
fr;M;18/04/2013;1650;Beersel;Belgium
fr;M;15/12/1974;1650;Beersel;Belgium
fr;M;17/01/2010;1650;Beersel;Belgium
fr;M;14/01/2017;1190;Forest;Belgium
fr;M;06/12/2021;1190;Bruxelles;Belgium
fr;F;15/04/2019;1030;Forest;Belgium
fr;M;11/06/2012;1600;Sint-Pieters-Leeuw;Belgium
fr;F;14/05/2000;1070;Bruxelles;Belgium
fr;F;05/08/2015;1180;Bruxelles;Belgium
fr;M;23/04/2021;1180;Uccle;Belgium
fr;F;29/04/1996;1180;Uccle;Belgium
fr;M;02/11/1998;1190;Forest;Belgium
fr;M;03/04/1968;1180;Uccle;Belgium
fr;M;17/04/2012;1620;Drogenbos;Belgium
fr;F;10/10/2018;1180;Bruxelles;Belgium
fr;M;04/12/1983;1180;UCCLE;Belgium
fr;F;29/08/1978;1030;Bruxelles;Belgium
fr;M;14/08/2010;1420;Braine l’Alleud;Belgium
fr;M;02/04/1980;1390;Nethen;Belgium
fr;F;08/01/2019;1180;Uccle;Belgium
fr;F;10/02/2019;1650;Beersel;Belgium
fr;M;14/10/2014;1731;Zellik;Belgium
fr;F;20/12/1987;1090;Jette;Belgium
fr;M;20/06/2019;1180;Uccle;Belgium
fr;F;22/11/1996;1050;Bruxelles;Belgium
fr;M;24/07/2012;1180;Uccle;Belgium
fr;M;22/01/1976;1180;Uccle;Belgium
fr;F;19/03/2015;1180;Uccle;Belgium
fr;F;31/12/1987;1170;WATERMAEL-BOITSFORT;Belgium
fr;F;05/09/1989;1180;Uccle;Belgium
fr;M;12/12/1981;1180;UCCLE;Belgium
fr;M;25/03/2021;1050;Bruxelles;Belgium
fr;M;21/04/1984;1150;Woluwe Saint-Pierre;Belgium
fr;M;14/02/2017;1180;Uccle;Belgium
fr;M;14/04/2010;1180;Uccle;Belgium
fr;M;04/07/2013;1180;Uccle;Belgium
fr;M;22/02/2012;1410;WATERLOO;Belgium
fr;M;30/01/1978;1410;WATERLOO;Belgium
fr;F;16/08/1990;1180;Uccle;Belgium
fr;F;08/06/1989;1180;UCCLE;Belgium
fr;M;26/03/2008;7110;Houdeng-Goegnies;Belgium
fr;M;10/06/2009;1180;Uccle;Belgium
fr;F;14/11/1990;1380;Lasne;Belgium
fr;M;01/08/1993;1630;Linkebeek;Belgium
fr;F;29/04/2013;1180;Uccle;Belgium
fr;M;09/09/1980;1180;Uccle;Belgium
fr;M;08/10/1979;1180;Uccle;Belgium
fr;M;01/08/2018;1652;Alsemberg;Belgium
fr;F;18/02/2017;1180;Uccle;Belgium
fr;F;24/10/1998;1190;Bruxelles;Belgium
fr;M;05/09/1985;1652;Alsemberg;Belgium
fr;F;03/07/2013;1180;Bruxelles;Belgium
fr;F;03/04/2004;1300;Wavre;Belgium
fr;F;21/06/2020;1070;Bruxelles;Belgium
fr;M;29/04/2017;1190;Bruxelles;Belgium
fr;F;20/09/1993;1000;Bruxelles;Belgium
fr;M;16/04/2018;1180;Uccle;Belgium
fr;M;26/02/2021;1180;Uccle;Belgium
fr;M;19/02/2019;1180;Uccle;Belgium
fr;M;01/04/2021;1180;Uccle;Belgium
fr;F;15/02/2016;1600;SINT PIETERS LEEUWE;Belgium
fr;F;12/06/2015;1650;Beersel;Belgium
fr;M;08/12/2012;1650;Beersel;Belgium
fr;F;20/02/1987;1421;OPHAIN-BOIS-SEIGNEUR-ISAAC;Belgium
fr;F;26/02/2011;1620;Drogenbos;Belgium
fr;M;05/10/1988;1180;Bruxelles;Belgium
fr;M;18/09/2014;1652;Beersel;Belgium
fr;F;15/10/2010;1080;Bruxelles;Belgium
fr;F;15/03/1983;1180;Uccle;Belgium
fr;M;14/05/1997;1440;Braine-Le-Château;Belgium
fr;F;09/12/2017;1180;Uccle;Belgium
fr;F;10/10/2013;1180;Bruxelles;Belgium
fr;M;10/08/1975;1420;Braine L Alleud;Belgium
fr;M;28/09/2016;1180;uccle;Belgium
fr;M;18/09/2010;1180;uccle;Belgium
fr;F;05/09/2011;1650;Beersel;Belgium
fr;M;13/08/1972;1652;Alsemberg;Belgium
fr;M;06/05/1980;1180;Uccle;Belgium
fr;M;14/06/2015;1650;Beersel;Belgium
fr;M;14/01/2018;1650;Beersel;Belgium
fr;F;31/07/2014;1640;Rhode-Saint-Genèse;Belgium
fr;F;27/12/2008;1420;Braine-L'Alleud;Belgium
fr;M;22/06/1985;1560;Hoeilaart;Belgium
fr;M;20/04/1975;1180;Brussels;Belgium
fr;F;26/09/2011;1180;Bruxelles;Belgium
fr;F;10/02/2010;1460;Ittre;Belgium
fr;F;02/03/2014;1180;Uccle;Belgium
fr;F;03/04/2007;1630;Linkebeek;Belgium
fr;M;04/07/1971;1630;Linkebeek;Belgium
fr;M;06/04/2012;1630;Linkebeek;Belgium
fr;M;29/11/1993;1040;Etterbeek;Belgium
fr;M;25/12/1967;6040;Charleroi;Belgium
fr;M;20/02/2011;1190;Forest;Belgium
fr;F;11/01/1995;1190;Forest;Belgium
fr;F;29/07/2019;1639;Linkebeek;Belgium
fr;M;25/05/1979;1640;Rhode Saint Genese;Belgium
fr;M;12/07/2010;1602;Vlezenbeek;Belgium
fr;M;12/01/1978;1080;Bruxelles;Belgium
fr;F;01/02/2018;1190;Forest;Belgium
fr;M;10/11/2009;1650;BEERSEL;Belgium
fr;M;08/12/1973;1650;BEERSEL;Belgium
fr;M;19/01/2006;1650;Beersel;Belgium
fr;F;21/11/1988;1180;Uccle;Belgium
fr;F;18/05/2013;1180;Uccle;Belgium
fr;M;30/09/2010;1190;Bruxelles;Belgium
fr;M;03/09/1993;1160;Belgique;Belgium
fr;F;09/08/2010;1190;Bruxelles;Belgium
fr;F;15/02/2013;1180;Ukkel;Belgium
fr;M;13/04/1974;1933;Sterrebeek;Belgium
fr;F;05/02/2011;1500;Halle;Belgium
fr;M;14/05/2018;7950;Ladeuze;Belgium
fr;M;22/10/2013;7950;Ladeuze;Belgium
fr;M;12/10/1966;1060;Bruxelles;Belgium
fr;M;26/01/2002;1060;Saint Gilles;Belgium
fr;M;23/11/2009;1060;Saint Gilles;Belgium
fr;F;30/10/1980;1180;Bruxelles;Belgium
fr;M;30/06/1980;1180;Uccle;Belgium
fr;F;12/03/2016;1180;Uccle;Belgium
fr;M;06/01/2013;1180;Uccle;Belgium
fr;F;09/01/2013;1180;uccle;Belgium
fr;F;01/02/2019;1180;Uccle;Belgium
fr;F;08/02/1997;1310;La Hulpe;Belgium
fr;F;25/12/2019;1180;Uccle;Belgium
fr;M;27/12/2012;1190;Bruxelles;Belgium
fr;M;28/05/2009;1650;Beersel;Belgium
fr;M;29/06/2014;1180;Uccle;Belgium
fr;M;22/05/2015;1653;Dworp;Belgium
fr;M;05/05/2019;1180;Uccle;Belgium
fr;F;23/08/2010;1190;Bruxelles;Belgium
fr;M;15/09/2016;1190;Forest;Belgium
fr;M;24/10/2016;1180;Bruxelles;Belgium
fr;F;28/03/2019;1180;Bruxelles;Belgium
fr;M;29/10/1971;1180;Uccle;Belgium
fr;F;11/12/2011;1050;Bruxelles;Belgium
fr;M;24/02/2016;1630;Linkebeek;Belgium
fr;M;31/07/2019;1630;Linkebeek;Belgium
fr;M;10/06/1977;1190;Bruxelles;Belgium
fr;M;27/12/2018;1650;Beersel;Belgium
fr;M;20/02/1995;1180;Uccle;Belgium
fr;M;16/11/2012;1060;BRUXELLES;Belgium
fr;M;10/01/2007;1190;Forest;Belgium
fr;M;06/01/1970;1030;Schaerbeek;Belgium
fr;M;02/03/1975;1000;bruxelles;Belgium
fr;M;14/02/2004;1640;Rhode Saint Genèse;Belgium
fr;M;14/07/1990;1180;UCCLE;Belgium
fr;F;29/11/1989;1050;Ixelles;Belgium
fr;M;16/07/2002;1060;Bruxelles;Belgium
fr;M;05/05/2014;1180;uccle;Belgium
fr;M;17/01/1995;1180;Uccle;Belgium
fr;M;05/04/2013;1180;UCCLE;Belgium
fr;M;21/01/2011;1180;UCCLE;Belgium
fr;F;23/02/1975;1440;Wauthier-Braine;Belgium
fr;F;23/05/2008;1600;Sint pieters leeuw;Belgium
fr;M;19/06/2017;1180;Bruxelles;Belgium
fr;M;03/02/2008;1050;Bruxelles;Belgium
fr;M;20/05/1968;1180;Uccle;Belgium
fr;M;13/08/1990;1440;Braine-le-Château;Belgium
fr;F;10/10/1974;1180;Uccle;Belgium
fr;M;31/10/1977;Linkebeek;1630;Belgium
fr;F;18/07/2015;1180;Uccle;Belgium
fr;F;15/01/2021;1180;Uccle;Belgium
fr;F;16/07/2013;1180;Uccle;Belgium
fr;M;06/09/2014;1190;Forest;Belgium
fr;F;20/06/2013;1180;BRUXELLES;Belgium
fr;M;10/08/2019;1180;uccle;Belgium
fr;M;06/05/2017;1190;Forest;Belgium
fr;M;26/10/2014;1190;Forest;Belgium
fr;M;21/09/1970;1050;Ixelles;Belgium
fr;F;07/03/1977;3090;Overijse;Belgium
fr;M;10/10/1972;1180;Uccle;Belgium
fr;M;16/01/2015;1650;Beersel;Belgium
fr;F;03/11/2007;1180;Uccle;Belgium
fr;M;03/02/2014;1180;Uccle;Belgium
fr;M;16/08/2021;1650;Beersel;Belgium
fr;F;14/10/2011;1050;Bruxelles;Belgium
fr;M;20/12/1970;1180;bruxelles;Belgium
fr;F;25/06/2018;1190;Forest;Belgium
fr;M;31/07/2015;1190;Forest;Belgium
fr;M;03/08/2018;1180;Uccle;Belgium
fr;M;09/01/2013;1180;Bruxelles;Belgium
fr;M;29/12/1975;1180;Bruxelles;Belgium
fr;F;06/12/2010;1410;waterloo;Belgium
fr;F;16/04/1979;1030;Schaerbeek;Belgium
fr;M;01/05/2012;1180;Uccle;Belgium
fr;M;19/01/2017;1060;Saint-Gilles;Belgium
fr;M;15/05/2019;1060;Saint-Gilles;Belgium
fr;M;21/08/1969;1620;Drogenbos;Belgium
fr;M;21/07/2008;1620;Drogenbos;Belgium
fr;M;11/01/2010;1620;Drogenbos;Belgium
fr;F;26/07/2002;1410;Waterloo;Belgium
fr;M;21/03/1983;1160;Bruxelles;Belgium
fr;M;23/12/1973;1180;Uccle;Belgium
fr;M;08/09/2011;1190;BRUXELLES;Belgium
fr;M;02/04/2020;1190;Forest;Belgium
fr;F;09/07/2010;1630;Linkebeek;Belgium
fr;M;16/09/1994;1190;Forest;Belgium
fr;M;02/02/1987;1180;Uccle;Belgium
fr;F;23/11/2013;1180;Uccle;Belgium
fr;F;19/10/1987;3090;Overijse;Belgium
fr;M;18/12/1963;1050;Ixelles;Belgium
fr;M;02/01/2011;1190;Forest;Belgium
fr;M;28/02/1977;1332;Genval;Belgium
fr;F;07/03/2011;1190;Bruxelles;Belgium
fr;F;03/01/1990;1630;Linkebeek;Belgium
fr;M;29/07/2012;1060;saint gilles;Belgium
fr;F;18/05/2017;1060;saint gilles;Belgium
fr;M;15/10/2014;1060;saint gilles;Belgium
fr;M;30/08/2004;1180;Uccle;Belgium
fr;M;21/07/2014;1180;BRUXELLES UCCLE;Belgium
fr;M;06/09/2002;1180;Uccle;Belgium
fr;M;02/11/2013;1480;Saintes;Belgium
fr;M;13/07/1991;1190;Forest;Belgium
fr;M;29/07/1962;2812;Mechelen;Belgium
fr;M;16/10/2018;1703;Schepdaal;Belgium
fr;F;31/10/1975;1410;Waterloo;Belgium
fr;F;18/12/1992;1702;Groot bijgaarden;Belgium
fr;F;14/02/1986;1970;Wezembeek-oppem;Belgium
fr;M;03/12/2002;1180;Uccle;Belgium
fr;F;04/05/1977;1180;Uccle;Belgium
fr;M;28/12/2010;1190;Forest;Belgium
fr;F;14/10/2004;1190;Forest;Belgium
fr;M;25/08/2010;1190;FOREST;Belgium
fr;M;28/12/2010;1190;Forest;Belgium
fr;M;27/03/2005;1190;FOREST;Belgium
fr;M;27/04/2009;1180;Bruxelles;Belgium
fr;M;23/06/1987;1050;Bruxelles;Belgium
fr;M;21/09/1990;1180;uccle;Belgium
fr;F;27/01/1993;1190;Bruxelles;Belgium
fr;F;09/09/2016;1190;Forest;Belgium
fr;M;22/07/2021;1190;Forest;Belgium
fr;M;09/09/2002;1050;Ixelles;Belgium
fr;M;09/09/2002;1050;Ixelles;Belgium
fr;M;26/03/1986;1180;Bruxelles;Belgium
fr;F;30/12/2012;1060;Bruxelles;Belgium
fr;F;08/12/2010;1180;UKKEL;Belgium
fr;M;21/06/1959;1500;Halle;Belgium
fr;F;17/10/2012;1180;Bruxelles;Belgium
fr;M;09/05/2012;1652;Alsemberg;Belgium
fr;M;23/09/2016;1652;Alsemberg;Belgium
fr;M;01/12/1977;1652;Alsemberg;Belgium
fr;M;20/10/2009;1652;Beersel;Belgium
fr;F;26/07/1979;1150;Bruxelles;Belgium
fr;F;17/09/2012;6940;Dutbuy;Belgium
fr;M;04/12/2013;1180;UCCLE;Belgium
fr;M;09/02/1975;1650;Beersel;Belgium
fr;M;31/03/2011;1180;Uccle;Belgium
fr;M;02/08/2017;180;Uccle;Belgium
fr;M;31/03/2011;1180;Uccle;Belgium
fr;F;02/10/1997;1190/ Fore;Bruxelles;Belgium
fr;M;20/10/1979;1020;Bruxelles;Belgium
fr;M;21/12/2014;1410;WATERLOO;Belgium
fr;M;01/01/1975;1410;WATERLOO;Belgium
